,chr,start,stop,length
1282,NW_022145600.1,8269601,8272681,3080
1283,NW_022145600.1,8488321,8496071,7750
1284,NW_022145600.1,8501524,8505698,4174
1285,NW_022145600.1,8511508,8520298,8790
1286,NW_022145600.1,8531344,8535359,4015
1287,NW_022145600.1,8760467,8803886,43419
1288,NW_022145600.1,9599686,9600072,386
1289,NW_022145600.1,9610865,9611582,717
1290,NW_022145600.1,9802327,9804039,1712
1291,NW_022145600.1,9821605,9823335,1730
1292,NW_022145600.1,9828253,9829615,1362
1293,NW_022145600.1,9840112,9846023,5911
1294,NW_022145600.1,10133090,10134734,1644
1295,NW_022145600.1,10583764,10587672,3908
1296,NW_022145600.1,10881075,10885892,4817
1297,NW_022145600.1,11152916,11164291,11375
1298,NW_022145600.1,11257939,11263026,5087
1299,NW_022145600.1,11431386,11433419,2033
1300,NW_022145600.1,11629573,11632626,3053
1301,NW_022145600.1,11698623,11700455,1832
1302,NW_022145600.1,11737803,11739964,2161
1303,NW_022145600.1,13090559,13133293,42734
1304,NW_022145600.1,13635449,13636080,631
1305,NW_022145600.1,15053639,15057331,3692
1306,NW_022145600.1,15321245,15323870,2625
1307,NW_022145600.1,15662492,15666025,3533
1308,NW_022145600.1,16034880,16035424,544
1309,NW_022145600.1,16066345,16075074,8729
1310,NW_022145600.1,17550548,17551480,932
1311,NW_022145600.1,17580506,17580553,47
1312,NW_022145600.1,18030960,18031623,663
1313,NW_022145600.1,18053272,18056956,3684
1314,NW_022145600.1,18331376,18335755,4379
1315,NW_022145600.1,19083944,19085132,1188
1316,NW_022145600.1,19269151,19273242,4091
1317,NW_022145600.1,19274027,19277887,3860
1318,NW_022145600.1,19283823,19291099,7276
1319,NW_022145600.1,19302797,19303195,398
1320,NW_022145600.1,19548657,19551561,2904
1321,NW_022145600.1,19772341,19773872,1531
1322,NW_022145600.1,20645519,20649284,3765
1323,NW_022145600.1,21016486,21018935,2449
1324,NW_022145600.1,21120576,21124946,4370
1325,NW_022145600.1,21226170,21230416,4246
1326,NW_022145600.1,23112814,23115544,2730
1327,NW_022145600.1,23305492,23308847,3355
1328,NW_022145600.1,23696129,23696842,713
1329,NW_022145600.1,24644841,24648823,3982
1330,NW_022145600.1,24658664,24661136,2472
1331,NW_022145600.1,24829690,24830260,570
1332,NW_022145600.1,24830263,24831223,960
1333,NW_022145600.1,24840311,24846189,5878
1334,NW_022145600.1,24877414,24877793,379
1335,NW_022145600.1,26540512,26540840,328
1336,NW_022145600.1,26541830,26546133,4303
1337,NW_022145600.1,27129833,27129865,32
1338,NW_022145600.1,27447851,27452266,4415
1339,NW_022145600.1,27452359,27453430,1071
1340,NW_022145600.1,27519559,27523408,3849
1341,NW_022145600.1,27857458,27857914,456
1342,NW_022145600.1,28664575,28665100,525
1343,NW_022145600.1,28707259,28711688,4429
1344,NW_022145600.1,29060178,29063204,3026
1345,NW_022145600.1,30014851,30017250,2399
1346,NW_022145600.1,30027851,30029995,2144
1347,NW_022145600.1,30363902,30367213,3311
1348,NW_022145600.1,30420170,30424591,4421
1349,NW_022145600.1,30489976,30493936,3960
1350,NW_022145600.1,30946279,30951111,4832
1351,NW_022145600.1,30957096,30960021,2925
1352,NW_022145600.1,30966763,30968394,1631
1353,NW_022145600.1,31159126,31164134,5008
1354,NW_022145600.1,31197179,31199585,2406
1355,NW_022145600.1,31305235,31307533,2298
1356,NW_022145600.1,31501866,31505132,3266
1357,NW_022145600.1,31629574,31641673,12099
1358,NW_022145600.1,31649674,31650908,1234
1359,NW_022145600.1,31804394,31804876,482
1360,NW_022145600.1,31825569,31827481,1912
1361,NW_022145600.1,31827965,31829603,1638
1362,NW_022145600.1,31935179,31936620,1441
1363,NW_022145600.1,31985443,31999732,14289
1364,NW_022145600.1,32005320,32008792,3472
1365,NW_022145600.1,32277068,32277901,833
1366,NW_022145600.1,32664421,32670770,6349
1367,NW_022145600.1,33133340,33133838,498
1368,NW_022145600.1,33188257,33193155,4898
1369,NW_022145600.1,33426223,33430090,3867
1370,NW_022145600.1,33477775,33479340,1565
1371,NW_022145600.1,33587967,33587978,11
1372,NW_022145600.1,33721563,33743751,22188
1373,NW_022145600.1,33963724,33967470,3746
1374,NW_022145600.1,34119476,34119482,6
1375,NW_022145600.1,34440516,34440811,295
1376,NW_022145600.1,34715556,34717646,2090
1377,NW_022145600.1,34748840,34751689,2849
1378,NW_022145600.1,34768895,34769011,116
1379,NW_022145600.1,34769337,34771557,2220
1380,NW_022145600.1,34773334,34782946,9612
1381,NW_022145600.1,34788713,34791835,3122
1382,NW_022145600.1,34849140,34849570,430
1383,NW_022145600.1,34967734,34970266,2532
1384,NW_022145600.1,35197600,35197610,10
1385,NW_022145600.1,36042935,36045187,2252
1386,NW_022145600.1,36051040,36053651,2611
1387,NW_022145600.1,36199002,36203887,4885
1388,NW_022145600.1,36434444,36438724,4280
1389,NW_022145600.1,36924268,36935779,11511
1390,NW_022145600.1,36942874,36943968,1094
1391,NW_022145600.1,37063688,37067407,3719
1392,NW_022145600.1,37233595,37240467,6872
1393,NW_022145601.1,269460,273007,3547
1394,NW_022145601.1,463661,465313,1652
1395,NW_022145601.1,582342,582345,3
1396,NW_022145601.1,755301,758509,3208
1397,NW_022145601.1,991284,992165,881
1398,NW_022145601.1,1012735,1013436,701
1399,NW_022145601.1,1028331,1032581,4250
1400,NW_022145601.1,1279410,1279897,487
1401,NW_022145601.1,1286466,1291015,4549
1402,NW_022145601.1,1328699,1353554,24855
1403,NW_022145601.1,1638814,1640830,2016
1404,NW_022145601.1,1643206,1644392,1186
1405,NW_022145601.1,1919990,1920584,594
1406,NW_022145601.1,2099057,2099817,760
1407,NW_022145601.1,2912236,2915963,3727
1408,NW_022145601.1,2956384,3009359,52975
1409,NW_022145601.1,3064341,3065124,783
1410,NW_022145601.1,3066680,3069650,2970
1411,NW_022145601.1,3268364,3270921,2557
1412,NW_022145601.1,3290562,3292639,2077
1413,NW_022145601.1,3408463,3425546,17083
1414,NW_022145601.1,3430085,3446661,16576
1415,NW_022145601.1,3413977,3415373,1396
1416,NW_022145601.1,3418528,3420965,2437
1417,NW_022145601.1,4199443,4200794,1351
1418,NW_022145601.1,4279659,4282010,2351
1419,NW_022145601.1,4444954,4445319,365
1420,NW_022145601.1,5183044,5186731,3687
1421,NW_022145601.1,5373884,5375646,1762
1422,NW_022145601.1,6085439,6110678,25239
1423,NW_022145601.1,6472286,6476357,4071
1424,NW_022145601.1,6794699,6794939,240
1425,NW_022145601.1,6867851,6869985,2134
1426,NW_022145601.1,7212812,7215492,2680
1427,NW_022145601.1,7658015,7659668,1653
1428,NW_022145601.1,7740137,7744999,4862
1429,NW_022145601.1,8467113,8468910,1797
1430,NW_022145601.1,8638459,8640295,1836
1431,NW_022145601.1,9031823,9032052,229
1432,NW_022145601.1,9087488,9088345,857
1433,NW_022145601.1,9424608,9425055,447
1434,NW_022145601.1,9575908,9583569,7661
1435,NW_022145601.1,9722199,9723573,1374
1436,NW_022145601.1,10121358,10124925,3567
1437,NW_022145601.1,10181262,10183615,2353
1438,NW_022145601.1,10357587,10382046,24459
1439,NW_022145601.1,10407601,10492343,84742
1440,NW_022145601.1,10604433,10605779,1346
1441,NW_022145601.1,11024523,11025426,903
1442,NW_022145601.1,11025649,11028070,2421
1443,NW_022145601.1,11404953,11405787,834
1444,NW_022145601.1,12317499,12319189,1690
1445,NW_022145601.1,12372839,12375321,2482
1446,NW_022145601.1,12524009,12539662,15653
1447,NW_022145601.1,12545061,12545938,877
1448,NW_022145601.1,12716455,12717539,1084
1449,NW_022145601.1,13307736,13310513,2777
1450,NW_022145601.1,13310744,13313798,3054
1451,NW_022145601.1,13335308,13336658,1350
1452,NW_022145601.1,14399200,14404839,5639
1453,NW_022145601.1,14549867,14552198,2331
1454,NW_022145601.1,14585985,14589242,3257
1455,NW_022145601.1,14728708,14728906,198
1456,NW_022145601.1,14822592,14823427,835
1457,NW_022145601.1,15178875,15180562,1687
1458,NW_022145601.1,15390985,15393039,2054
1459,NW_022145601.1,15393515,15393707,192
1460,NW_022145601.1,15439234,15442007,2773
1461,NW_022145601.1,15751563,15752100,537
1462,NW_022145601.1,15796739,15799282,2543
1463,NW_022145601.1,15874882,15877019,2137
1464,NW_022145601.1,16206087,16209274,3187
1465,NW_022145601.1,16380671,16382648,1977
1466,NW_022145601.1,16640361,16642676,2315
1467,NW_022145601.1,16642878,16647941,5063
1468,NW_022145601.1,16675832,16680808,4976
1469,NW_022145601.1,16921735,16922434,699
1470,NW_022145601.1,17100629,17101686,1057
1471,NW_022145601.1,17675615,17677213,1598
1472,NW_022145601.1,17894785,17956023,61238
1473,NW_022145601.1,18261135,18263943,2808
1474,NW_022145601.1,18329028,18330668,1640
1475,NW_022145601.1,18330006,18330668,662
1476,NW_022145601.1,18628126,18629721,1595
1477,NW_022145601.1,18629908,18631047,1139
1478,NW_022145601.1,18636953,18638926,1973
1479,NW_022145601.1,18737455,18739136,1681
1480,NW_022145601.1,18829458,18832247,2789
1481,NW_022145601.1,18835195,18837996,2801
1482,NW_022145601.1,19097284,19105317,8033
1483,NW_022145601.1,19248030,19251469,3439
1484,NW_022145601.1,19373151,19376144,2993
1485,NW_022145601.1,19982758,19988520,5762
1486,NW_022145601.1,19985632,19992298,6666
1487,NW_022145601.1,20293914,20301966,8052
1488,NW_022145601.1,20427256,20429994,2738
1489,NW_022145601.1,20557739,20562208,4469
1490,NW_022145601.1,20576722,20577307,585
1491,NW_022145601.1,20601398,20603579,2181
1492,NW_022145601.1,20730759,20735602,4843
1493,NW_022145601.1,20769816,20770132,316
1494,NW_022145601.1,20775446,20776152,706
1495,NW_022145601.1,21985245,21989160,3915
1496,NW_022145601.1,22349419,22352794,3375
1497,NW_022145601.1,22345828,22352794,6966
1498,NW_022145601.1,22361863,22374557,12694
1499,NW_022145601.1,22380631,22388604,7973
1500,NW_022145601.1,22394775,22395155,380
1501,NW_022145601.1,22358511,22363752,5241
1502,NW_022145601.1,22381426,22383208,1782
1503,NW_022145601.1,22392264,22395149,2885
1504,NW_022145601.1,22564746,22581581,16835
1505,NW_022145601.1,22624552,22627336,2784
1506,NW_022145601.1,23168066,23170150,2084
1507,NW_022145601.1,23170588,23170601,13
1508,NW_022145601.1,23825824,23827415,1591
1509,NW_022145601.1,23864854,23870344,5490
1510,NW_022145601.1,23876144,23882015,5871
1511,NW_022145601.1,24059089,24061796,2707
1512,NW_022145601.1,24149035,24170066,21031
1513,NW_022145601.1,24737753,24741670,3917
1514,NW_022145601.1,24928658,24930072,1414
1515,NW_022145601.1,25199872,25203861,3989
1516,NW_022145601.1,25444290,25449069,4779
1517,NW_022145601.1,25745933,25746772,839
1518,NW_022145601.1,26269748,26270076,328
1519,NW_022145601.1,26659109,26660912,1803
1520,NW_022145601.1,26741920,26747606,5686
1521,NW_022145601.1,26961579,26966925,5346
1522,NW_022145601.1,27835526,27836676,1150
1523,NW_022145601.1,28959854,28960437,583
1524,NW_022145601.1,29540807,29556304,15497
1525,NW_022145601.1,29604221,29612831,8610
1526,NW_022145601.1,30072129,30080460,8331
1527,NW_022145601.1,30288666,30289917,1251
1528,NW_022145601.1,30470180,30481518,11338
1529,NW_022145601.1,30492096,30505221,13125
1530,NW_022145601.1,30510068,30519470,9402
1531,NW_022145601.1,31251548,31318946,67398
1532,NW_022145601.1,32035750,32035923,173
1533,NW_022145601.1,32042937,32046969,4032
1534,NW_022145601.1,32539750,32542861,3111
1535,NW_022145601.1,33093923,33101854,7931
1536,NW_022145601.1,33107711,33113602,5891
1537,NW_022145601.1,33222266,33232700,10434
1538,NW_022145601.1,33264694,33264773,79
1539,NW_022145601.1,33348416,33348488,72
1540,NW_022145601.1,33569730,33573205,3475
1541,NW_022145601.1,33768389,33770843,2454
1542,NW_022145601.1,33777634,33780187,2553
1543,NW_022145601.1,33787039,33787997,958
1544,NW_022145601.1,33873695,33875179,1484
1545,NW_022145601.1,34596201,34596426,225
1546,NW_022145601.1,34599413,34618346,18933
1547,NW_022145601.1,34623887,34625439,1552
1548,NW_022145601.1,34629481,34629888,407
1549,NW_022145601.1,34633035,34634829,1794
1550,NW_022145601.1,34988911,34990927,2016
1551,NW_022145602.1,34051,35080,1029
1552,NW_022145602.1,180483,183168,2685
1553,NW_022145602.1,297104,300019,2915
1554,NW_022145602.1,829025,834695,5670
1555,NW_022145602.1,1132432,1133595,1163
1556,NW_022145602.1,1141458,1141629,171
1557,NW_022145602.1,1157337,1160065,2728
1558,NW_022145602.1,1167306,1168235,929
1559,NW_022145602.1,1168621,1169887,1266
1560,NW_022145602.1,1212505,1213685,1180
1561,NW_022145602.1,1573804,1574163,359
1562,NW_022145602.1,1624441,1628307,3866
1563,NW_022145602.1,1628360,1630681,2321
1564,NW_022145602.1,2076517,2078833,2316
1565,NW_022145602.1,2084052,2084264,212
1566,NW_022145602.1,2178524,2179815,1291
1567,NW_022145602.1,2488489,2488490,1
1568,NW_022145602.1,2953407,2969787,16380
1569,NW_022145602.1,2986202,2990546,4344
1570,NW_022145602.1,3047872,3048935,1063
1571,NW_022145602.1,3214054,3217108,3054
1572,NW_022145602.1,3587533,3655513,67980
1573,NW_022145602.1,3660105,3667726,7621
1574,NW_022145602.1,3615526,3618234,2708
1575,NW_022145602.1,3739535,3740724,1189
1576,NW_022145602.1,3943220,3944450,1230
1577,NW_022145602.1,3955018,3960462,5444
1578,NW_022145602.1,3955675,3956472,797
1579,NW_022145602.1,3977485,3977857,372
1580,NW_022145602.1,4205531,4213640,8109
1581,NW_022145602.1,4427087,4427724,637
1582,NW_022145602.1,4473257,4475147,1890
1583,NW_022145602.1,4639123,4641255,2132
1584,NW_022145602.1,4660706,4660962,256
1585,NW_022145602.1,4707255,4707955,700
1586,NW_022145602.1,4714529,4715004,475
1587,NW_022145602.1,4721068,4721332,264
1588,NW_022145602.1,4731491,4731504,13
1589,NW_022145602.1,4820722,4826668,5946
1590,NW_022145602.1,5052905,5054280,1375
1591,NW_022145602.1,5059652,5059701,49
1592,NW_022145602.1,5178626,5181609,2983
1593,NW_022145602.1,5207149,5225019,17870
1594,NW_022145602.1,5379449,5382723,3274
1595,NW_022145602.1,5385736,5388138,2402
1596,NW_022145602.1,5509039,5526923,17884
1597,NW_022145602.1,5548156,5570612,22456
1598,NW_022145602.1,5630734,5661314,30580
1599,NW_022145602.1,5666342,5671528,5186
1600,NW_022145602.1,5698974,5726363,27389
1601,NW_022145602.1,5730980,5732458,1478
1602,NW_022145602.1,6112118,6118633,6515
1603,NW_022145602.1,6200553,6201287,734
1604,NW_022145602.1,6286456,6290270,3814
1605,NW_022145602.1,6358218,6358706,488
1606,NW_022145602.1,6359506,6360645,1139
1607,NW_022145602.1,6546041,6546088,47
1608,NW_022145602.1,6686001,6689495,3494
1609,NW_022145602.1,6832843,6835770,2927
1610,NW_022145602.1,7407503,7408098,595
1611,NW_022145602.1,7419268,7426916,7648
1612,NW_022145602.1,7430654,7433704,3050
1613,NW_022145602.1,7604323,7604328,5
1614,NW_022145602.1,8009588,8028474,18886
1615,NW_022145602.1,8031282,8031665,383
1616,NW_022145602.1,8041328,8043564,2236
1617,NW_022145602.1,8202871,8203526,655
1618,NW_022145602.1,8287112,8291643,4531
1619,NW_022145602.1,8371471,8375379,3908
1620,NW_022145602.1,8402790,8406193,3403
1621,NW_022145602.1,9066823,9068034,1211
1622,NW_022145602.1,9069112,9069720,608
1623,NW_022145602.1,9151811,9153182,1371
1624,NW_022145602.1,9241736,9248769,7033
1625,NW_022145602.1,9533008,9546867,13859
1626,NW_022145602.1,9561555,9566012,4457
1627,NW_022145602.1,9628294,9630990,2696
1628,NW_022145602.1,9650703,9653668,2965
1629,NW_022145602.1,9767653,9770859,3206
1630,NW_022145602.1,9833311,9835350,2039
1631,NW_022145602.1,9852212,9855250,3038
1632,NW_022145602.1,9855535,9858942,3407
1633,NW_022145602.1,9904241,9905981,1740
1634,NW_022145602.1,10135854,10136467,613
1635,NW_022145602.1,10273502,10276087,2585
1636,NW_022145602.1,10638225,10641372,3147
1637,NW_022145602.1,10682647,10684805,2158
1638,NW_022145602.1,10760888,10763361,2473
1639,NW_022145602.1,11537414,11544422,7008
1640,NW_022145602.1,11550854,11558390,7536
1641,NW_022145602.1,11649197,11676139,26942
1642,NW_022145602.1,12150371,12152981,2610
1643,NW_022145602.1,12168721,12171441,2720
1644,NW_022145602.1,13119968,13120560,592
1645,NW_022145602.1,13132670,13136159,3489
1646,NW_022145602.1,13486020,13492225,6205
1647,NW_022145602.1,14755584,14757848,2264
1648,NW_022145602.1,15072996,15076111,3115
1649,NW_022145602.1,15077296,15079529,2233
1650,NW_022145602.1,15115168,15119070,3902
1651,NW_022145602.1,15174906,15175100,194
1652,NW_022145602.1,15199683,15200448,765
1653,NW_022145602.1,15365699,15365749,50
1654,NW_022145602.1,15440809,15441030,221
1655,NW_022145602.1,15918259,15919932,1673
1656,NW_022145602.1,16293822,16297544,3722
1657,NW_022145602.1,16420378,16421466,1088
1658,NW_022145602.1,17067281,17070438,3157
1659,NW_022145602.1,17455101,17456478,1377
1660,NW_022145602.1,17655760,17658626,2866
1661,NW_022145602.1,17660148,17662348,2200
1662,NW_022145602.1,17715582,17715584,2
1663,NW_022145602.1,18093164,18096944,3780
1664,NW_022145602.1,18130778,18131139,361
1665,NW_022145602.1,18177897,18178759,862
1666,NW_022145602.1,18416918,18419548,2630
1667,NW_022145602.1,18659110,18664963,5853
1668,NW_022145602.1,19427244,19444045,16801
1669,NW_022145602.1,19447008,19459194,12186
1670,NW_022145602.1,19464019,19470391,6372
1671,NW_022145602.1,19475300,19475744,444
1672,NW_022145602.1,19482376,19483582,1206
1673,NW_022145602.1,19492215,19492651,436
1674,NW_022145602.1,19545659,19546588,929
1675,NW_022145602.1,19618149,19620332,2183
1676,NW_022145602.1,20805713,20807799,2086
1677,NW_022145602.1,21980540,21982652,2112
1678,NW_022145602.1,22926032,22928228,2196
1679,NW_022145602.1,23535610,23537365,1755
1680,NW_022145602.1,24228981,24230329,1348
1681,NW_022145602.1,24235174,24237154,1980
1682,NW_022145602.1,26238533,26240058,1525
1683,NW_022145602.1,26470156,26477499,7343
1684,NW_022145602.1,26765949,26765955,6
1685,NW_022145602.1,26930390,26940974,10584
1686,NW_022145602.1,26945861,26987120,41259
1687,NW_022145602.1,26992214,27010389,18175
1688,NW_022145602.1,27025610,27028241,2631
1689,NW_022145602.1,27268989,27273936,4947
1690,NW_022145602.1,27274677,27275317,640
1691,NW_022145602.1,27319153,27321472,2319
1692,NW_022145602.1,27544088,27545653,1565
1693,NW_022145602.1,27599704,27601731,2027
1694,NW_022145602.1,27800824,27801914,1090
1695,NW_022145602.1,27809949,27811337,1388
1696,NW_022145602.1,27923605,27926948,3343
1697,NW_022145602.1,28311438,28312471,1033
1698,NW_022145602.1,28439982,28447850,7868
1699,NW_022145602.1,28491266,28491460,194
1700,NW_022145602.1,28640492,28643706,3214
1701,NW_022145602.1,28938536,28939439,903
1702,NW_022145603.1,1409783,1417397,7614
1703,NW_022145603.1,2357162,2361004,3842
1704,NW_022145603.1,2524540,2526435,1895
1705,NW_022145603.1,2566757,2572896,6139
1706,NW_022145603.1,2768442,2773829,5387
1707,NW_022145603.1,3032605,3034077,1472
1708,NW_022145603.1,3559190,3561785,2595
1709,NW_022145603.1,4450488,4457907,7419
1710,NW_022145603.1,4447227,4452689,5462
1711,NW_022145603.1,4466758,4477432,10674
1712,NW_022145603.1,4508668,4510799,2131
1713,NW_022145603.1,4667625,4669852,2227
1714,NW_022145603.1,4743216,4748846,5630
1715,NW_022145603.1,5140970,5148547,7577
1716,NW_022145603.1,5685299,5687285,1986
1717,NW_022145603.1,5921135,5922400,1265
1718,NW_022145603.1,8170936,8171218,282
1719,NW_022145603.1,8249937,8256123,6186
1720,NW_022145603.1,8399176,8400011,835
1721,NW_022145603.1,8516451,8520090,3639
1722,NW_022145603.1,8544572,8547168,2596
1723,NW_022145603.1,8547617,8549300,1683
1724,NW_022145603.1,8636297,8637196,899
1725,NW_022145603.1,8733169,8734991,1822
1726,NW_022145603.1,9259649,9263129,3480
1727,NW_022145603.1,9427534,9430853,3319
1728,NW_022145603.1,9432339,9432413,74
1729,NW_022145603.1,10699594,10700615,1021
1730,NW_022145603.1,10972587,10974936,2349
1731,NW_022145603.1,11098319,11099212,893
1732,NW_022145603.1,11247959,11250739,2780
1733,NW_022145603.1,11446556,11452849,6293
1734,NW_022145603.1,11584229,11586144,1915
1735,NW_022145603.1,11746778,11753173,6395
1736,NW_022145603.1,11987499,12000849,13350
1737,NW_022145603.1,12005306,12010551,5245
1738,NW_022145603.1,12022216,12024598,2382
1739,NW_022145603.1,12069278,12123551,54273
1740,NW_022145603.1,12148019,12155538,7519
1741,NW_022145603.1,12161828,12164571,2743
1742,NW_022145603.1,12179152,12183301,4149
1743,NW_022145603.1,12205795,12245666,39871
1744,NW_022145603.1,12153036,12160107,7071
1745,NW_022145603.1,12180278,12186542,6264
1746,NW_022145603.1,12391338,12404516,13178
1747,NW_022145603.1,12420440,12422683,2243
1748,NW_022145603.1,12706389,12713161,6772
1749,NW_022145603.1,12713255,12714803,1548
1750,NW_022145603.1,13216372,13218541,2169
1751,NW_022145603.1,13263053,13266246,3193
1752,NW_022145603.1,13334090,13337082,2992
1753,NW_022145603.1,13406773,13414641,7868
1754,NW_022145603.1,13708430,13711473,3043
1755,NW_022145603.1,14137310,14140296,2986
1756,NW_022145603.1,14282207,14305657,23450
1757,NW_022145603.1,14308151,14314927,6776
1758,NW_022145603.1,14840643,14842170,1527
1759,NW_022145603.1,14955571,14955992,421
1760,NW_022145603.1,14958584,14958660,76
1761,NW_022145603.1,15378740,15381437,2697
1762,NW_022145603.1,15574933,15619315,44382
1763,NW_022145603.1,15620508,15622725,2217
1764,NW_022145603.1,15663913,15691096,27183
1765,NW_022145603.1,15694826,15698829,4003
1766,NW_022145603.1,15730589,15730784,195
1767,NW_022145603.1,15770021,15770497,476
1768,NW_022145603.1,15771816,15773264,1448
1769,NW_022145603.1,15779505,15841865,62360
1770,NW_022145603.1,16031922,16036726,4804
1771,NW_022145603.1,16122633,16130130,7497
1772,NW_022145603.1,16180683,16184459,3776
1773,NW_022145603.1,16287900,16290450,2550
1774,NW_022145603.1,16323141,16328406,5265
1775,NW_022145603.1,16367564,16372649,5085
1776,NW_022145603.1,16412989,16414611,1622
1777,NW_022145603.1,16666224,16670988,4764
1778,NW_022145603.1,16668122,16671900,3778
1779,NW_022145603.1,17105761,17106594,833
1780,NW_022145603.1,17279008,17279057,49
1781,NW_022145603.1,17591129,17607095,15966
1782,NW_022145603.1,17666324,17668101,1777
1783,NW_022145603.1,17685465,17691016,5551
1784,NW_022145603.1,17926030,17931053,5023
1785,NW_022145603.1,17974555,17979779,5224
1786,NW_022145603.1,17989024,18000577,11553
1787,NW_022145603.1,18012753,18031014,18261
1788,NW_022145603.1,18038639,18053189,14550
1789,NW_022145603.1,18073111,18082304,9193
1790,NW_022145603.1,18087235,18087314,79
1791,NW_022145603.1,18426147,18427492,1345
1792,NW_022145603.1,18952006,18952010,4
1793,NW_022145603.1,19016195,19016998,803
1794,NW_022145603.1,19135096,19135107,11
1795,NW_022145603.1,19339239,19339317,78
1796,NW_022145603.1,19366819,19372123,5304
1797,NW_022145603.1,19722616,19724841,2225
1798,NW_022145603.1,19762127,19814895,52768
1799,NW_022145603.1,19980983,19981835,852
1800,NW_022145603.1,20139105,20139140,35
1801,NW_022145603.1,20358099,20360672,2573
1802,NW_022145603.1,20361811,20364292,2481
1803,NW_022145603.1,20593303,20593500,197
1804,NW_022145603.1,20711598,20713422,1824
1805,NW_022145603.1,21008890,21009734,844
1806,NW_022145603.1,21727778,21731140,3362
1807,NW_022145603.1,21868265,21869535,1270
1808,NW_022145603.1,22042980,22043148,168
1809,NW_022145603.1,22185226,22201018,15792
1810,NW_022145603.1,22204320,22210621,6301
1811,NW_022145603.1,22213657,22251758,38101
1812,NW_022145603.1,22363904,22367650,3746
1813,NW_022145603.1,22423866,22425249,1383
1814,NW_022145603.1,22500175,22505990,5815
1815,NW_022145603.1,22506538,22506712,174
1816,NW_022145603.1,22771402,22771452,50
1817,NW_022145603.1,22777418,22778946,1528
1818,NW_022145603.1,23337110,23339907,2797
1819,NW_022145603.1,23345752,23351705,5953
1820,NW_022145603.1,23389206,23389763,557
1821,NW_022145603.1,23445482,23448025,2543
1822,NW_022145603.1,23764364,23766675,2311
1823,NW_022145603.1,23827770,23828523,753
1824,NW_022145603.1,23935043,23955952,20909
1825,NW_022145603.1,24171002,24173523,2521
1826,NW_022145603.1,24354766,24355620,854
1827,NW_022145603.1,24359116,24360644,1528
1828,NW_022145603.1,24403603,24405736,2133
1829,NW_022145603.1,24523718,24527160,3442
1830,NW_022145603.1,25227863,25229267,1404
1831,NW_022145603.1,26181606,26181691,85
1832,NW_022145603.1,26258886,26260884,1998
1833,NW_022145603.1,26263939,26263944,5
1834,NW_022145603.1,26500442,26510006,9564
1835,NW_022145603.1,26519355,26520808,1453
1836,NW_022145603.1,26618711,26620809,2098
1837,NW_022145603.1,26913909,26914870,961
1838,NW_022145603.1,26985870,26987099,1229
1839,NW_022145603.1,27136327,27136635,308
1840,NW_022145603.1,27307267,27307641,374
1841,NW_022145603.1,27841550,27842762,1212
1842,NW_022145603.1,27865895,27868980,3085
1843,NW_022145603.1,27894359,27894866,507
1844,NW_022145603.1,28131676,28132275,599
1845,NW_022145603.1,28613470,28616472,3002
1846,NW_022145603.1,30035056,30035239,183
1847,NW_022145603.1,30372825,30374542,1717
1848,NW_022145603.1,30414075,30435976,21901
1849,NW_022145603.1,30566512,30568228,1716
1850,NW_022145603.1,30573196,30578034,4838
1851,NW_022145603.1,30584077,30594061,9984
1852,NW_022145603.1,30597230,30625191,27961
1853,NW_022145603.1,30630304,30631529,1225
1854,NW_022145603.1,30634574,30662284,27710
1855,NW_022145603.1,30680478,30699466,18988
1856,NW_022145603.1,30884793,30886995,2202
1857,NW_022145603.1,31454427,31454431,4
1858,NW_022145603.1,31558203,31559177,974
1859,NW_022145603.1,31591459,31591747,288
1860,NW_022145603.1,31593661,31596477,2816
1861,NW_022145603.1,31684118,31687863,3745
1862,NW_022145603.1,31832829,31842485,9656
1863,NW_022145603.1,31849798,31852951,3153
1864,NW_022145603.1,32000020,32004091,4071
1865,NW_022145603.1,32045168,32049788,4620
1866,NW_022145603.1,33128767,33132724,3957
1867,NW_022145603.1,33752027,33755247,3220
1868,NW_022145603.1,33863521,33864275,754
1869,NW_022145604.1,165320,169591,4271
1870,NW_022145604.1,199315,201712,2397
1871,NW_022145604.1,986385,990074,3689
1872,NW_022145604.1,1159466,1163170,3704
1873,NW_022145604.1,1327787,1329810,2023
1874,NW_022145604.1,1533184,1533781,597
1875,NW_022145604.1,1846273,1849294,3021
1876,NW_022145604.1,2128044,2131110,3066
1877,NW_022145604.1,2198529,2201983,3454
1878,NW_022145604.1,3698501,3699102,601
1879,NW_022145604.1,3760556,3764091,3535
1880,NW_022145604.1,3766787,3766980,193
1881,NW_022145604.1,3785049,3787684,2635
1882,NW_022145604.1,3819468,3820747,1279
1883,NW_022145604.1,4009817,4012916,3099
1884,NW_022145604.1,4181216,4181639,423
1885,NW_022145604.1,4426714,4427025,311
1886,NW_022145604.1,4465687,4468641,2954
1887,NW_022145604.1,4681201,4683231,2030
1888,NW_022145604.1,5286446,5289589,3143
1889,NW_022145604.1,5331701,5332081,380
1890,NW_022145604.1,5786684,5787803,1119
1891,NW_022145604.1,5788786,5791384,2598
1892,NW_022145604.1,6242642,6244895,2253
1893,NW_022145604.1,6258607,6259531,924
1894,NW_022145604.1,6328063,6328180,117
1895,NW_022145604.1,6699521,6700031,510
1896,NW_022145604.1,6707935,6708176,241
