chr,start,stop
NW_022145603.1,17458085.0,17485692.0
NW_022145603.1,17491227.0,17513090.0
NW_022145603.1,17550296.0,17591129.0
NW_022145603.1,17612061.0,17629591.0
NW_022145603.1,17633100.0,17664481.0
NW_022145603.1,17668101.0,17683772.0
NW_022145603.1,17691016.0,17742947.0
NW_022145603.1,17744475.0,17752718.0
NW_022145603.1,17756718.0,17778429.0
NW_022145603.1,17780186.0,17788104.0
NW_022145603.1,17793377.0,17804206.0
NW_022145603.1,17807265.0,17834249.0
NW_022145603.1,17840695.0,17847745.0
NW_022145603.1,17854828.0,17879245.0
NW_022145603.1,17891607.0,17926030.0
NW_022145603.1,17931053.0,17947960.0
NW_022145603.1,17979779.0,17989024.0
NW_022145603.1,18000577.0,18012753.0
NW_022145603.1,18031014.0,18038639.0
NW_022145603.1,18053189.0,18073111.0
NW_022145603.1,18082304.0,18087235.0
NW_022145603.1,18105271.0,18115859.0
NW_022145603.1,18128724.0,18132346.0
NW_022145603.1,18134495.0,18138753.0
NW_022145603.1,18156974.0,18160638.0
NW_022145603.1,18195617.0,18202632.0
NW_022145603.1,18207016.0,18238360.0
NW_022145603.1,18251249.0,18283135.0
NW_022145603.1,18283171.0,18286848.0
NW_022145603.1,18290919.0,18320767.0
NW_022145603.1,18327001.0,18330035.0
NW_022145603.1,18336403.0,18344471.0
NW_022145603.1,18344683.0,18352386.0
NW_022145603.1,18356008.0,18368540.0
NW_022145603.1,18372995.0,18409698.0
NW_022145603.1,18427492.0,18474940.0
NW_022145603.1,18475044.0,18481702.0
NW_022145603.1,18482250.0,18502041.0
NW_022145603.1,18504265.0,18523992.0
NW_022145603.1,18528379.0,18540460.0
NW_022145603.1,18549120.0,18561190.0
NW_022145603.1,18569897.0,18573833.0
NW_022145603.1,18580195.0,18590546.0
NW_022145603.1,18597383.0,18602012.0
NW_022145603.1,18605623.0,18630546.0
NW_022145603.1,18634338.0,18656183.0
NW_022145603.1,18656880.0,18662445.0
NW_022145603.1,18697085.0,18713476.0
NW_022145603.1,18853275.0,18857515.0
NW_022145603.1,18870227.0,18898192.0
NW_022145603.1,18919099.0,18952006.0
NW_022145603.1,19013628.0,19016158.0
NW_022145603.1,19016998.0,19042781.0
NW_022145603.1,19049584.0,19085169.0
NW_022145603.1,19088389.0,19118625.0
NW_022145603.1,19122511.0,19125779.0
NW_022145603.1,19135107.0,19155515.0
NW_022145603.1,19159422.0,19170391.0
NW_022145603.1,19174090.0,19209274.0
NW_022145603.1,19239386.0,19304979.0
NW_022145603.1,19307605.0,19339239.0
NW_022145603.1,19340221.0,19365896.0
NW_022145603.1,19373381.0,19386425.0
NW_022145603.1,19386574.0,19404130.0
NW_022145603.1,19411879.0,19417436.0
NW_022145603.1,19422423.0,19431776.0
NW_022145603.1,19432701.0,19449030.0
NW_022145603.1,19506570.0,19522716.0
NW_022145603.1,19524423.0,19558820.0
NW_022145603.1,19607614.0,19679163.0
NW_022145603.1,19736120.0,19761306.0
NW_022145603.1,19834534.0,19856566.0
NW_022145603.1,19889384.0,19903980.0
NW_022145603.1,19970849.0,19980983.0
NW_022145603.1,19992186.0,19996755.0
NW_022145603.1,20006639.0,20010912.0
NW_022145603.1,20028613.0,20061263.0
NW_022145603.1,20128525.0,20139105.0
NW_022145603.1,20142503.0,20152667.0
NW_022145603.1,20156460.0,20192157.0
NW_022145603.1,20194163.0,20203455.0
NW_022145603.1,20204676.0,20256310.0
NW_022145603.1,20266300.0,20269111.0
NW_022145603.1,20271081.0,20275325.0
NW_022145603.1,20278400.0,20312200.0
NW_022145603.1,20315364.0,20326302.0
NW_022145603.1,20327064.0,20357193.0
NW_022145603.1,20374065.0,20408156.0
NW_022145603.1,20433286.0,20437385.0
NW_022145603.1,20448532.0,20453400.0
NW_022145603.1,20491957.0,20496686.0
NW_022145603.1,20499260.0,20509313.0
NW_022145603.1,20513783.0,20527754.0
NW_022145603.1,20533786.0,20557734.0
NW_022145603.1,20587500.0,20593303.0
NW_022145603.1,20593500.0,20611488.0
NW_022145603.1,20622426.0,20637847.0
NW_022145603.1,20646171.0,20661786.0
NW_022145603.1,20663312.0,20673576.0
NW_022145603.1,20677687.0,20684162.0
NW_022145603.1,20692223.0,20696899.0
NW_022145603.1,20715892.0,20727628.0
NW_022145603.1,20732677.0,20737022.0
NW_022145603.1,20865505.0,20884871.0
NW_022145603.1,20959008.0,20965031.0
NW_022145603.1,21010259.0,21024494.0
NW_022145603.1,21180846.0,21187710.0
NW_022145603.1,21213655.0,21222086.0
NW_022145603.1,21223180.0,21234218.0
NW_022145603.1,21238371.0,21245294.0
NW_022145603.1,21255440.0,21271656.0
NW_022145603.1,21279993.0,21287985.0
NW_022145603.1,21292700.0,21296727.0
NW_022145603.1,21303713.0,21333531.0
NW_022145603.1,21335470.0,21342404.0
NW_022145603.1,21347929.0,21367489.0
NW_022145603.1,21371640.0,21383677.0
NW_022145603.1,21383679.0,21457264.0
NW_022145603.1,21491078.0,21497606.0
NW_022145603.1,21512447.0,21519065.0
NW_022145603.1,21523946.0,21567953.0
NW_022145603.1,21572632.0,21576017.0
NW_022145603.1,21590523.0,21657164.0
NW_022145603.1,21661382.0,21685162.0
NW_022145603.1,21688372.0,21709511.0
NW_022145603.1,21711323.0,21727778.0
NW_022145603.1,21731140.0,21760506.0
NW_022145603.1,21761737.0,21772519.0
NW_022145603.1,21776311.0,21784122.0
NW_022145603.1,21787079.0,21789151.0
NW_022145603.1,21809297.0,21817621.0
NW_022145603.1,21824179.0,21826251.0
NW_022145603.1,21869535.0,21877114.0
NW_022145603.1,21883811.0,21894631.0
NW_022145603.1,21952779.0,21957783.0
NW_022145603.1,21964794.0,21979769.0
NW_022145603.1,21999048.0,22005314.0
NW_022145603.1,22025098.0,22039662.0
NW_022145603.1,22039959.0,22042980.0
NW_022145603.1,22043148.0,22063304.0
NW_022145603.1,22066004.0,22070254.0
NW_022145603.1,22096712.0,22101419.0
NW_022145603.1,22118251.0,22125905.0
NW_022145603.1,22132707.0,22137493.0
NW_022145603.1,22160636.0,22169837.0
NW_022145603.1,22172435.0,22185226.0
NW_022145603.1,22201018.0,22204320.0
NW_022145603.1,22210621.0,22213657.0
NW_022145603.1,22259519.0,22343549.0
NW_022145603.1,22346422.0,22356993.0
NW_022145603.1,22367650.0,22378874.0
NW_022145603.1,22386936.0,22406231.0
NW_022145603.1,22412713.0,22420353.0
NW_022145603.1,22427773.0,22486850.0
NW_022145603.1,22486869.0,22499002.0
NW_022145603.1,22506712.0,22542564.0
NW_022145603.1,22665234.0,22667906.0
NW_022145603.1,22712284.0,22725512.0
NW_022145603.1,22730287.0,22750318.0
NW_022145603.1,22754195.0,22767985.0
NW_022145603.1,22771452.0,22777418.0
NW_022145603.1,22778946.0,22808434.0
NW_022145603.1,22932347.0,22943647.0
NW_022145603.1,23087098.0,23097863.0
NW_022145603.1,23120594.0,23129400.0
NW_022145603.1,23154624.0,23159164.0
NW_022145603.1,23166646.0,23213036.0
NW_022145603.1,23225811.0,23233447.0
NW_022145603.1,23257030.0,23331134.0
NW_022145603.1,23339907.0,23345752.0
NW_022145603.1,23354612.0,23368834.0
NW_022145603.1,23369615.0,23377773.0
NW_022145603.1,23378330.0,23389206.0
NW_022145603.1,23389763.0,23416411.0
NW_022145603.1,23419372.0,23427532.0
NW_022145603.1,23448025.0,23558630.0
NW_022145603.1,23578862.0,23583135.0
NW_022145603.1,23601889.0,23622436.0
NW_022145603.1,23630146.0,23757079.0
NW_022145603.1,23778552.0,23790440.0
NW_022145603.1,23808852.0,23813240.0
NW_022145603.1,23818515.0,23827770.0
NW_022145603.1,23828523.0,23838606.0
NW_022145603.1,23839149.0,23842810.0
NW_022145603.1,23847721.0,23849793.0
NW_022145603.1,23850142.0,23861824.0
NW_022145603.1,23868252.0,23897158.0
NW_022145603.1,23987461.0,23994618.0
NW_022145603.1,23995849.0,24019159.0
NW_022145603.1,24035483.0,24050241.0
NW_022145603.1,24050581.0,24170683.0
NW_022145603.1,24186259.0,24192178.0
NW_022145603.1,24193985.0,24198131.0
NW_022145603.1,24209280.0,24217732.0
NW_022145603.1,24219412.0,24222996.0
NW_022145603.1,24225361.0,24230052.0
NW_022145603.1,24234718.0,24242684.0
NW_022145603.1,24283838.0,24287214.0
NW_022145603.1,24296716.0,24312997.0
NW_022145603.1,24335636.0,24348190.0
NW_022145603.1,24355620.0,24359116.0
NW_022145603.1,24368471.0,24383910.0
NW_022145603.1,24411258.0,24428442.0
NW_022145603.1,24435179.0,24440049.0
NW_022145603.1,24441168.0,24452274.0
NW_022145603.1,24454156.0,24457463.0
NW_022145603.1,24474115.0,24489077.0
NW_022145603.1,24492858.0,24523718.0
NW_022145603.1,24535327.0,24560788.0
NW_022145603.1,24569887.0,24578857.0
NW_022145603.1,24625044.0,24660677.0
NW_022145603.1,24666138.0,24671618.0
NW_022145603.1,24680972.0,24692589.0
NW_022145603.1,24712686.0,24755044.0
NW_022145603.1,24757577.0,24774626.0
NW_022145603.1,24777141.0,24786466.0
NW_022145603.1,24787033.0,24804631.0
NW_022145603.1,24805277.0,24809895.0
NW_022145603.1,24815271.0,24825131.0
NW_022145603.1,24835061.0,24857327.0
NW_022145603.1,24864362.0,24874995.0
NW_022145603.1,24883755.0,24890857.0
NW_022145603.1,24899794.0,24940213.0
NW_022145603.1,24947362.0,24972269.0
NW_022145603.1,24975286.0,25003418.0
NW_022145603.1,25005570.0,25034170.0
NW_022145603.1,25035734.0,25054480.0
NW_022145603.1,25063482.0,25078695.0
NW_022145603.1,25084309.0,25112622.0
NW_022145603.1,25116743.0,25191378.0
NW_022145603.1,25193188.0,25226284.0
NW_022145603.1,25234188.0,25240827.0
NW_022145603.1,25314846.0,25320631.0
NW_022145603.1,25325236.0,25351805.0
NW_022145603.1,25355049.0,25367806.0
NW_022145603.1,25405670.0,25456522.0
NW_022145603.1,25472898.0,25476420.0
NW_022145603.1,25484675.0,25530244.0
NW_022145603.1,25532573.0,25557318.0
NW_022145603.1,25560182.0,25564350.0
NW_022145603.1,25770989.0,25779418.0
NW_022145603.1,25784080.0,25794617.0
NW_022145603.1,25841530.0,25846098.0
NW_022145603.1,25865731.0,25871961.0
NW_022145603.1,25895046.0,25899795.0
NW_022145603.1,25911511.0,25929248.0
NW_022145603.1,25972586.0,25990610.0
NW_022145603.1,26003904.0,26018709.0
NW_022145603.1,26089424.0,26181606.0
NW_022145603.1,26184648.0,26198995.0
NW_022145603.1,26199356.0,26258886.0
NW_022145603.1,26260884.0,26263939.0
NW_022145603.1,26275670.0,26277741.0
NW_022145603.1,26283269.0,26285340.0
NW_022145603.1,26285662.0,26289378.0
NW_022145603.1,26290620.0,26293586.0
NW_022145603.1,26298718.0,26314290.0
NW_022145603.1,26315949.0,26328904.0
NW_022145603.1,26333921.0,26353665.0
NW_022145603.1,26390097.0,26396371.0
NW_022145603.1,26399843.0,26430554.0
NW_022145603.1,26451027.0,26466115.0
NW_022145603.1,26474840.0,26499421.0
NW_022145603.1,26551559.0,26568235.0
NW_022145603.1,26608046.0,26618711.0
NW_022145603.1,26620809.0,26631638.0
NW_022145603.1,26632779.0,26665298.0
NW_022145603.1,26682260.0,26685422.0
NW_022145603.1,26697503.0,26745571.0
NW_022145603.1,26749058.0,26766067.0
NW_022145603.1,26776115.0,26808089.0
NW_022145603.1,26829676.0,26855001.0
NW_022145603.1,26856226.0,26893780.0
NW_022145603.1,26905005.0,26909166.0
NW_022145603.1,26914870.0,26962941.0
NW_022145603.1,26966830.0,26985870.0
NW_022145603.1,26991373.0,27014549.0
NW_022145603.1,27018274.0,27025379.0
NW_022145603.1,27038519.0,27051608.0
NW_022145603.1,27054872.0,27068614.0
NW_022145603.1,27070446.0,27094457.0
NW_022145603.1,27103552.0,27105628.0
NW_022145603.1,27109831.0,27111913.0
NW_022145603.1,27116621.0,27134069.0
NW_022145603.1,27136635.0,27149898.0
NW_022145603.1,27166775.0,27172184.0
NW_022145603.1,27204899.0,27231124.0
NW_022145603.1,27245841.0,27274036.0
NW_022145603.1,27283083.0,27307267.0
NW_022145603.1,27310323.0,27333017.0
NW_022145603.1,27360514.0,27363821.0
NW_022145603.1,27428425.0,27462515.0
NW_022145603.1,27485426.0,27491275.0
NW_022145603.1,27616934.0,27627650.0
NW_022145603.1,27670125.0,27673129.0
NW_022145603.1,27709939.0,27713293.0
NW_022145603.1,27755385.0,27780418.0
NW_022145603.1,27896751.0,27903084.0
NW_022145603.1,27957971.0,27969343.0
NW_022145603.1,27985991.0,28013781.0
NW_022145603.1,28066515.0,28084732.0
NW_022145603.1,28102119.0,28105426.0
NW_022145603.1,28132275.0,28151821.0
NW_022145603.1,28157333.0,28185041.0
NW_022145603.1,28216140.0,28220762.0
NW_022145603.1,28220946.0,28225115.0
NW_022145603.1,28228264.0,28238494.0
NW_022145603.1,28263948.0,28277507.0
NW_022145603.1,28279493.0,28283201.0
NW_022145603.1,28330451.0,28353700.0
NW_022145603.1,28418909.0,28424024.0
NW_022145603.1,28433410.0,28437543.0
NW_022145603.1,28452204.0,28459220.0
NW_022145603.1,28462771.0,28470281.0
NW_022145603.1,28471296.0,28484316.0
NW_022145603.1,28487555.0,28518869.0
NW_022145603.1,28554145.0,28558343.0
NW_022145603.1,28594065.0,28613470.0
NW_022145603.1,28616485.0,28683150.0
NW_022145603.1,28683788.0,28708952.0
NW_022145603.1,28715931.0,28719238.0
NW_022145603.1,28728107.0,28743047.0
NW_022145603.1,28755445.0,28768009.0
NW_022145603.1,28771895.0,28777065.0
NW_022145603.1,28787559.0,28790803.0
NW_022145603.1,28796941.0,28830265.0
NW_022145603.1,29002724.0,29012563.0
NW_022145603.1,29075453.0,29092045.0
NW_022145603.1,29102580.0,29118827.0
NW_022145603.1,29123453.0,29130007.0
NW_022145603.1,29130896.0,29136609.0
NW_022145603.1,29137886.0,29201272.0
NW_022145603.1,29204090.0,29210866.0
NW_022145603.1,29224198.0,29229707.0
NW_022145603.1,29255951.0,29259681.0
NW_022145603.1,29262092.0,29264628.0
NW_022145603.1,29388828.0,29399886.0
NW_022145603.1,29403688.0,29414705.0
NW_022145603.1,29429377.0,29443009.0
NW_022145603.1,29578813.0,29591568.0
NW_022145603.1,29601874.0,29615115.0
NW_022145603.1,29615563.0,29644397.0
NW_022145603.1,29702773.0,29713089.0
NW_022145603.1,29791681.0,29809942.0
NW_022145603.1,29819457.0,29824948.0
NW_022145603.1,29848779.0,29852171.0
NW_022145603.1,29867519.0,29871335.0
NW_022145603.1,29903857.0,29906354.0
NW_022145603.1,29914922.0,29972551.0
NW_022145603.1,30001506.0,30030421.0
NW_022145603.1,30035239.0,30044965.0
NW_022145603.1,30147210.0,30149281.0
NW_022145603.1,30160684.0,30162756.0
NW_022145603.1,30192262.0,30208630.0
NW_022145603.1,30240564.0,30259760.0
NW_022145603.1,30260616.0,30265521.0
NW_022145603.1,30300555.0,30344399.0
NW_022145603.1,30357738.0,30370351.0
NW_022145603.1,30374542.0,30414075.0
NW_022145603.1,30435976.0,30441289.0
NW_022145603.1,30451120.0,30455749.0
NW_022145603.1,30515995.0,30524600.0
NW_022145603.1,30568228.0,30573196.0
NW_022145603.1,30578034.0,30584077.0
NW_022145603.1,30594061.0,30597230.0
NW_022145603.1,30625191.0,30630304.0
NW_022145603.1,30631529.0,30634574.0
NW_022145603.1,30662284.0,30680478.0
NW_022145603.1,30710096.0,30714488.0
NW_022145603.1,30719436.0,30749172.0
NW_022145603.1,30754119.0,30825919.0
NW_022145603.1,30838613.0,30851470.0
NW_022145603.1,30857969.0,30870623.0
NW_022145603.1,30871477.0,30884793.0
NW_022145603.1,30906436.0,30917972.0
NW_022145603.1,30925203.0,30932990.0
NW_022145603.1,30934607.0,30944509.0
NW_022145603.1,30954113.0,30976929.0
NW_022145603.1,30978015.0,30981785.0
NW_022145603.1,30982734.0,30986935.0
NW_022145603.1,30994859.0,31000937.0
NW_022145603.1,31003446.0,31017781.0
NW_022145603.1,31021036.0,31025108.0
NW_022145603.1,31032554.0,31056696.0
NW_022145603.1,31059389.0,31086123.0
NW_022145603.1,31091572.0,31108595.0
NW_022145603.1,31193273.0,31210868.0
NW_022145603.1,31218684.0,31230577.0
NW_022145603.1,31246863.0,31251346.0
NW_022145603.1,31251663.0,31262503.0
NW_022145603.1,31377173.0,31380866.0
NW_022145603.1,31383681.0,31397314.0
NW_022145603.1,31442849.0,31448187.0
NW_022145603.1,31448837.0,31454427.0
NW_022145603.1,31457881.0,31461442.0
NW_022145603.1,31568172.0,31591459.0
NW_022145603.1,31596477.0,31610768.0
NW_022145603.1,31611059.0,31616573.0
NW_022145603.1,31624740.0,31638614.0
NW_022145603.1,31665857.0,31683228.0
NW_022145603.1,31737968.0,31743783.0
NW_022145603.1,31749248.0,31753129.0
NW_022145603.1,31780770.0,31819390.0
NW_022145603.1,31820119.0,31832595.0
NW_022145603.1,31842485.0,31849798.0
NW_022145603.1,31852951.0,31896911.0
NW_022145603.1,31906709.0,31909363.0
NW_022145603.1,31925621.0,31929180.0
NW_022145603.1,31938473.0,31943839.0
NW_022145603.1,31957455.0,31961791.0
NW_022145603.1,31974666.0,31991315.0
NW_022145603.1,32023473.0,32044831.0
NW_022145603.1,32051582.0,32124266.0
NW_022145603.1,32131633.0,32149523.0
NW_022145603.1,32151713.0,32184189.0
NW_022145603.1,32194189.0,32204386.0
NW_022145603.1,32211962.0,32254715.0
NW_022145603.1,32295499.0,32300072.0
NW_022145603.1,32310096.0,32378599.0
NW_022145603.1,32450615.0,32453764.0
NW_022145603.1,32461288.0,32463899.0
NW_022145603.1,32511645.0,32521032.0
NW_022145603.1,32525100.0,32533031.0
NW_022145603.1,32603018.0,32612481.0
NW_022145603.1,32616847.0,32620746.0
NW_022145603.1,32634173.0,32640986.0
NW_022145603.1,32653334.0,32659359.0
NW_022145603.1,32682487.0,32690052.0
NW_022145603.1,32712206.0,32716025.0
NW_022145603.1,32737860.0,32740702.0
NW_022145603.1,32756758.0,32761835.0
NW_022145603.1,32782482.0,32786567.0
NW_022145603.1,32787618.0,32825066.0
NW_022145603.1,32852042.0,32855226.0
NW_022145603.1,32858446.0,32860871.0
NW_022145603.1,32873509.0,32878372.0
NW_022145603.1,32887926.0,32908092.0
NW_022145603.1,32931333.0,32940591.0
NW_022145603.1,32958795.0,32986319.0
NW_022145603.1,33016974.0,33023738.0
NW_022145603.1,33040498.0,33046713.0
NW_022145603.1,33061133.0,33065571.0
NW_022145603.1,33074632.0,33107668.0
NW_022145603.1,33109542.0,33128767.0
NW_022145603.1,33136375.0,33206861.0
NW_022145603.1,33210652.0,33224861.0
NW_022145603.1,33225867.0,33239823.0
NW_022145603.1,33245534.0,33269109.0
NW_022145603.1,33276984.0,33292080.0
NW_022145603.1,33355411.0,33373066.0
NW_022145603.1,33377535.0,33428709.0
NW_022145603.1,33480788.0,33500855.0
NW_022145603.1,33505468.0,33544288.0
NW_022145603.1,33573979.0,33591684.0
NW_022145603.1,33603600.0,33614180.0
NW_022145603.1,33651904.0,33670013.0
NW_022145603.1,33684795.0,33719774.0
NW_022145603.1,33726875.0,33748478.0
NW_022145603.1,33755247.0,33766632.0
NW_022145603.1,33812577.0,33859817.0
NW_022145603.1,33865341.0,33882243.0
NW_022145603.1,33912198.0,33927557.0
NW_022145603.1,33931558.0,33959218.0
NW_022145603.1,33965618.0,33970161.0
NW_022145603.1,33978931.0,33986950.0
NW_022145603.1,34028484.0,34057535.0
NW_022145603.1,34058363.0,34073698.0
NW_022145603.1,34075883.0,34134325.0
NW_022145603.1,34140334.0,34163160.0
NW_022145603.1,34165360.0,34219271.0
NW_022145603.1,34226144.0,34229804.0
NW_022145603.1,34260173.0,34263009.0
NW_022145604.1,2607.0,13899.0
NW_022145604.1,24190.0,44593.0
NW_022145604.1,121054.0,133051.0
NW_022145604.1,136239.0,151573.0
NW_022145604.1,158339.0,162910.0
NW_022145604.1,169591.0,185803.0
NW_022145604.1,194213.0,199315.0
NW_022145604.1,210351.0,307071.0
NW_022145604.1,349869.0,358697.0
NW_022145604.1,360998.0,384711.0
NW_022145604.1,387960.0,391925.0
NW_022145604.1,397635.0,406539.0
NW_022145604.1,408054.0,420139.0
NW_022145604.1,420584.0,431377.0
NW_022145604.1,444675.0,463529.0
NW_022145604.1,611620.0,623802.0
NW_022145604.1,637034.0,647367.0
NW_022145604.1,710206.0,733463.0
NW_022145604.1,746978.0,762743.0
NW_022145604.1,764766.0,773740.0
NW_022145604.1,809291.0,811363.0
NW_022145604.1,852807.0,854878.0
NW_022145604.1,916116.0,922500.0
NW_022145604.1,925913.0,944731.0
NW_022145604.1,945501.0,981616.0
NW_022145604.1,990074.0,1006255.0
NW_022145604.1,1008976.0,1011998.0
NW_022145604.1,1026460.0,1029998.0
NW_022145604.1,1037876.0,1044589.0
NW_022145604.1,1045973.0,1052818.0
NW_022145604.1,1053809.0,1065639.0
NW_022145604.1,1068587.0,1071748.0
NW_022145604.1,1074752.0,1077763.0
NW_022145604.1,1082706.0,1085443.0
NW_022145604.1,1090231.0,1093394.0
NW_022145604.1,1099477.0,1112248.0
NW_022145604.1,1116088.0,1121620.0
NW_022145604.1,1125450.0,1154654.0
NW_022145604.1,1163170.0,1181255.0
NW_022145604.1,1183727.0,1187324.0
NW_022145604.1,1195052.0,1197951.0
NW_022145604.1,1235400.0,1245308.0
NW_022145604.1,1252722.0,1257777.0
NW_022145604.1,1304617.0,1327173.0
NW_022145604.1,1340474.0,1368673.0
NW_022145604.1,1398808.0,1400880.0
NW_022145604.1,1441642.0,1443713.0
NW_022145604.1,1503207.0,1509912.0
NW_022145604.1,1513315.0,1533184.0
NW_022145604.1,1534361.0,1569486.0
NW_022145604.1,1578655.0,1593214.0
NW_022145604.1,1596368.0,1599390.0
NW_022145604.1,1607390.0,1613358.0
NW_022145604.1,1622754.0,1626292.0
NW_022145604.1,1629955.0,1636599.0
NW_022145604.1,1644470.0,1650269.0
NW_022145604.1,1650887.0,1661378.0
NW_022145604.1,1665190.0,1675194.0
NW_022145604.1,1688645.0,1691829.0
NW_022145604.1,1702361.0,1712406.0
NW_022145604.1,1723011.0,1750764.0
NW_022145604.1,1759805.0,1762932.0
NW_022145604.1,1767456.0,1770946.0
NW_022145604.1,1772578.0,1776069.0
NW_022145604.1,1778041.0,1781168.0
NW_022145604.1,1785075.0,1794823.0
NW_022145604.1,1801097.0,1828746.0
NW_022145604.1,1850173.0,1914127.0
NW_022145604.1,1983349.0,1986236.0
NW_022145604.1,1987190.0,1991351.0
NW_022145604.1,2006303.0,2011653.0
NW_022145604.1,2023795.0,2036955.0
NW_022145604.1,2043681.0,2064612.0
NW_022145604.1,2071736.0,2118184.0
NW_022145604.1,2123260.0,2126306.0
NW_022145604.1,2136203.0,2144683.0
NW_022145604.1,2150011.0,2153057.0
NW_022145604.1,2157734.0,2160861.0
NW_022145604.1,2176860.0,2179963.0
NW_022145604.1,2201983.0,2204984.0
NW_022145604.1,2211193.0,2223922.0
NW_022145604.1,2242581.0,2291085.0
NW_022145604.1,2292391.0,2300141.0
NW_022145604.1,2300862.0,2387863.0
NW_022145604.1,2396030.0,2400326.0
NW_022145604.1,2411705.0,2418420.0
NW_022145604.1,2418798.0,2449635.0
NW_022145604.1,2479997.0,2487204.0
NW_022145604.1,2499524.0,2524834.0
NW_022145604.1,2540251.0,2542937.0
NW_022145604.1,2548467.0,2551153.0
NW_022145604.1,2554817.0,2643376.0
NW_022145604.1,2645320.0,2650021.0
NW_022145604.1,2652692.0,2665111.0
NW_022145604.1,2667666.0,2694682.0
NW_022145604.1,2715219.0,2776917.0
NW_022145604.1,2782864.0,2791230.0
NW_022145604.1,2792143.0,2832947.0
NW_022145604.1,2833177.0,2933129.0
NW_022145604.1,2935488.0,2983969.0
NW_022145604.1,2990002.0,2996735.0
NW_022145604.1,3004428.0,3099317.0
NW_022145604.1,3139513.0,3145470.0
NW_022145604.1,3147837.0,3162492.0
NW_022145604.1,3165012.0,3184187.0
NW_022145604.1,3203674.0,3267018.0
NW_022145604.1,3271395.0,3280484.0
NW_022145604.1,3280622.0,3307531.0
NW_022145604.1,3310901.0,3370189.0
NW_022145604.1,3372828.0,3406840.0
NW_022145604.1,3409090.0,3429454.0
NW_022145604.1,3430143.0,3468383.0
NW_022145604.1,3473495.0,3482296.0
NW_022145604.1,3488415.0,3567401.0
NW_022145604.1,3598024.0,3614590.0
NW_022145604.1,3624724.0,3695155.0
NW_022145604.1,3700900.0,3725130.0
NW_022145604.1,3727617.0,3740485.0
NW_022145604.1,3741729.0,3760556.0
NW_022145604.1,3764091.0,3766787.0
NW_022145604.1,3766980.0,3780680.0
NW_022145604.1,3787684.0,3798368.0
NW_022145604.1,3799932.0,3818249.0
NW_022145604.1,3820747.0,3890868.0
NW_022145604.1,3941046.0,3971332.0
NW_022145604.1,3974209.0,4009817.0
NW_022145604.1,4012916.0,4042335.0
NW_022145604.1,4047750.0,4059610.0
NW_022145604.1,4062036.0,4064640.0
NW_022145604.1,4064662.0,4073238.0
NW_022145604.1,4174405.0,4180848.0
NW_022145604.1,4181639.0,4200441.0
NW_022145604.1,4201139.0,4251946.0
NW_022145604.1,4251987.0,4255381.0
NW_022145604.1,4264757.0,4270204.0
NW_022145604.1,4273803.0,4289587.0
NW_022145604.1,4341231.0,4347986.0
NW_022145604.1,4355552.0,4364838.0
NW_022145604.1,4397035.0,4401749.0
NW_022145604.1,4427025.0,4435384.0
NW_022145604.1,4439834.0,4441906.0
NW_022145604.1,4471264.0,4532982.0
NW_022145604.1,4559279.0,4596280.0
NW_022145604.1,4600872.0,4613810.0
NW_022145604.1,4618683.0,4625034.0
NW_022145604.1,4626374.0,4638054.0
NW_022145604.1,4661617.0,4668602.0
NW_022145604.1,4674579.0,4678993.0
NW_022145604.1,4688972.0,4726375.0
NW_022145604.1,4736285.0,4777155.0
NW_022145604.1,4945589.0,5008551.0
NW_022145604.1,5101585.0,5107248.0
NW_022145604.1,5118078.0,5122185.0
NW_022145604.1,5141391.0,5190214.0
NW_022145604.1,5195871.0,5241842.0
NW_022145604.1,5248953.0,5286446.0
NW_022145604.1,5300847.0,5318577.0
NW_022145604.1,5319554.0,5330908.0
NW_022145604.1,5332081.0,5337086.0
NW_022145604.1,5337201.0,5354393.0
NW_022145604.1,5356697.0,5429042.0
NW_022145604.1,5442016.0,5448377.0
NW_022145604.1,5455478.0,5458499.0
NW_022145604.1,5465699.0,5486895.0
NW_022145604.1,5502614.0,5507112.0
NW_022145604.1,5520934.0,5526109.0
NW_022145604.1,5535284.0,5541524.0
NW_022145604.1,5548905.0,5565436.0
NW_022145604.1,5568060.0,5583093.0
NW_022145604.1,5585973.0,5646620.0
NW_022145604.1,5648125.0,5660693.0
NW_022145604.1,5667577.0,5699982.0
NW_022145604.1,5702533.0,5727901.0
NW_022145604.1,5728168.0,5752869.0
NW_022145604.1,5762733.0,5771743.0
NW_022145604.1,5778074.0,5781790.0
NW_022145604.1,5783077.0,5786684.0
NW_022145604.1,5791384.0,5796470.0
NW_022145604.1,5802970.0,5810667.0
NW_022145604.1,5814295.0,5869833.0
NW_022145604.1,6028327.0,6035886.0
NW_022145604.1,6044818.0,6054750.0
NW_022145604.1,6056035.0,6061369.0
NW_022145604.1,6066879.0,6074964.0
NW_022145604.1,6077866.0,6088800.0
NW_022145604.1,6105033.0,6109693.0
NW_022145604.1,6114523.0,6130903.0
NW_022145604.1,6148319.0,6152979.0
NW_022145604.1,6166200.0,6170830.0
NW_022145604.1,6190075.0,6194923.0
NW_022145604.1,6201512.0,6204534.0
NW_022145604.1,6217127.0,6224330.0
NW_022145604.1,6237551.0,6241462.0
NW_022145604.1,6255630.0,6258607.0
NW_022145604.1,6264681.0,6278208.0
NW_022145604.1,6282209.0,6303366.0
